Name,Ticker,"Sub-Sector","Market Cap","1D Change in Put OI","Highest 1D OI Change CE Strike","1 D Change in Call OI","1D Change in Future OI","Highest 1D OI Change PE Strike","1D Change in Future Volume","Highest 1W OI Change CE Strike","1W Change in Future OI","1W Change in Call OI","Percentage Rollover","Rollover Cost","Put Call Ratio","Highest Put OI Strike","Put Open Interest","Call Open Interest","Future Volume","Future Open Interest","Lot Size","Future Close Price","Basis","Fair Value Spread","Fair Value","Calendar Spread","Highest Call OI Strike","Cash & Carry Profit","1W Change in Future Volume","1W Change in Put OI","Highest 1W OI Change PE Strike"
Pasupati Spinning and Weaving Mills Ltd,PASUSPG,"Textiles","24.183006119999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriental Trimex Ltd,ORIENTALTL,"Cement","24.11038292",,,,,,,,,,,,,,,,,,,,,,,,,,,,
N K Industries Ltd,NKIND,"Packaged Foods & Meats","24.0095505",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICHA INFO SYSTEMS LIMITED,RICHA,"Academic & Educational Services","24.0084",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omkar Pharmachem Ltd,OMKARPH,"Commodity Chemicals","23.9514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam Finserv Ltd,ANUPAM,"Consumer Finance","23.9369625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMIFS Capital Markets Ltd,SMIFS,"Investment Banking & Brokerage","23.931725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipolin Ltd,HIPOLIN,,"23.923132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khoobsurat Ltd,KHOOBSURAT,"Investment Banking & Brokerage","23.9120532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osiajee Texfab Ltd,OSIAJEE,"Textiles","23.814",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disha Resources Ltd,DRL,"0","23.8119525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortune International Ltd,FORINTL,,"23.7952",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawa Engineers Ltd,HAWAENG,,"23.785568",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum Foods Ltd,SPECFOOD,"Packaged Foods & Meats","23.7570914",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouveau Global Ventures Ltd,NOUVEAU,"Conglomerates","23.74784",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twentyfirst Century Management Services Ltd,21STCENMGM,"Investment Banking & Brokerage","23.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khaitan (India) Ltd,KHAITANLTD,"Sugar","23.67875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.S. Auto International Ltd,GSAUTO,"Auto Parts","23.6587654",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Pharma Chem Limited,LINKPH,,"23.62382176",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raj Packaging Industries Ltd,RAJPACK,,"23.57991",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espire Hospitality Ltd,ESPIRE,"0","23.558198",,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Global Service Provider Ltd,ONEGLOBAL,,"23.552103705",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangal Papers Ltd,SANPA,,"23.5241437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Industries Ltd,MOHITIND,"Textiles","23.5015745",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivanta Industries Ltd,VIVANTA,"Pharmaceuticals","23.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Organics Ltd,UNIQUEO,"Packaged Foods & Meats","23.484585",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Leasing and Finance Ltd,FRANKLIN,"Diversified Financials","23.436864",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contil India Ltd,CONTILI,"Packaged Foods & Meats","23.409136",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mask Investments Ltd,MASKINVEST,"Investment Banking & Brokerage","23.37449",,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. G. Automotive Gears Ltd,GGAUTO,"Auto Parts","23.35269265",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilada Finance and Investments Ltd,GILADAFINS,"Investment Banking & Brokerage","23.321672",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFC Silver ETF,HDFCSILVER,"Equity","23.31605892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSK Energy Ventures Ltd,KSK,"Power Infrastructure","23.3015468516459",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabar Flex India Ltd,SABAR,"Packaging","23.28241458",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothi Plascon India Ltd,GOTHIPL,,"23.256",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashirwad Capital Ltd,ASHCAP,"Diversified Financials","23.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solitaire Machine Tools Ltd,SOLIMAC,"Industrial Machinery","23.11967584",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcotech Ltd,ARCOTECH,"Metals - Diversified","23.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Petroleums Ltd,CONTPTR,"Commodity Chemicals","23.04878648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velan Hotels Ltd,VELHO,,"22.950237442",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Strips Infrastructures Ltd,STLSTRINF,,"22.90395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamson Magor and Co Ltd,WILLAMAGOR,"Specialized Finance","22.8987924",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Hari Chemicals Export Ltd,SHHARICH,,"22.898445",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Cements Capital Ltd,INDCEMCAP,"Tour & Travel Services","22.8566286",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promax Power Ltd,PROMAX,,"22.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
A and M Jumbo Bags Ltd,AMJUMBO,"Packaging","22.785",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veejay Lakshmi Engineering Works Ltd,VJLAXMIE,"Textiles","22.772831",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Fluoro Carbons Ltd,HINFLUR,"Commodity Chemicals","22.7545551",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bervin Investment and Leasing Ltd,BERVINL,"Diversified Financials","22.7371755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTN Textiles Ltd,GTNTEX,"Textiles","22.6989321",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSPDL Ltd,SSPDL,"Real Estate","22.6261875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenial Surgical Suture Ltd,CSURGSU,"Health Care Equipment & Supplies","22.61946",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Finsec Ltd,SMARTFIN,,"22.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golechha Global Finance Ltd,GOLECHA,"Diversified Financials","22.5775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transgene Biotek Ltd,TRABI,"Biotechnology","22.50369",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monotype India Ltd,MONOT,"Diversified Financials","22.499900447999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anubhav Infrastructure Ltd,ANUBHAV,"Construction & Engineering","22.4856324",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axis Consumption ETF,AXISCETF,"Equity","22.46870916",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USG Tech Solutions Ltd,USGTECH,,"22.4660997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatia Global Vennture Ltd,TATIAGLOB,"Textiles","22.43976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shekhawati Poly-Yarn Ltd,SPYL,"Textiles","22.4055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samtex Fashions Ltd,SAMTEX,"Apparel & Accessories","22.2755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagreeka Capital & Infrastructure Ltd,NAGREEKCAP,"Asset Management","22.2660045",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana Leather Chemicals Ltd,HARLETH,,"22.21082675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecoplast Ltd,ECOPLAST,"Commodity Chemicals","22.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maks Energy Solutions India Ltd,MAKS,"Electrical Components & Equipments","22.191328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jainex Aamcol Ltd,JAINEX,,"22.1458024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalin Lease Finance Ltd,NLFL,"Consumer Finance","22.0026939",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential 5 Year G-Sec ETF,ICICI5GSEC,"Debt","21.99720003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Hy Spin Ltd,GUJHYSPIN,,"21.95925",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natraj Proteins Ltd,NATRAJPR,,"21.88248",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Response Informatics Ltd,RESPONSINF,,"21.68156",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishi Laser Ltd,RISHILASE,,"21.60261",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajcon Global Services Ltd,AJCON,"Diversified Financials","21.590186",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gayatri Highways Ltd,GAYAHWS,"Construction & Engineering","21.568671",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty IT,ITBEES,"Equity","21.450464595",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabsons Industries Ltd,KABSON,"Gas Distribution","21.392175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tijaria Polypipes Ltd,TIJARIA,"Building Products - Pipes","21.326801355",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meenakshi Enterprises Ltd,JMUFIN,,"21.266",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solid Stone Co Ltd,SOLIDSTON,,"21.251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prima Industries Ltd,PRIMAIN,,"21.152124",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S M Gold Ltd,SMGOLD,"Precious Metals, Jewellery & Watches","21.0787752",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interworld Digital Ltd,INTERDIGI,"0","21.048588",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Capital Services Ltd,PREMCAP,"Business Support Services","21.013587",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Consumption,CONSUMBEES,"Equity","20.996392725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVP Housing Ltd,SVPHOUSING,"Real Estate","20.961375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expo Gas Containers Ltd,EXPOGAS,,"20.9590764",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaxfab Enterprises Ltd,VEL,,"20.958",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gian Life Care Ltd,GIANLIFE,,"20.9415861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olatech Solutions Ltd,OLATECH,,"20.9313",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aplab Ltd,APLAB,"Electronic Equipments","20.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakhotia Polyesters (India) Ltd,LAKHOTIA,"0","20.89560606",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX Securities Ltd,VERTEX,,"20.871437298",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandaram Pharma Packtech Ltd,BANDARAM,,"20.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaksons Automobiles Ltd,VAL,,"20.8305504",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP Silver ETF,DSPSILVETF,"Equity","20.802747875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace men engg works Ltd,ACEMEN,"Diversified Financials","20.7444575",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laxmipati Engineering Works Ltd,LAXMIPATI,"Industrial Machinery","20.7072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shukra Pharmaceuticals Ltd,SHUKRAPHAR,"Pharmaceuticals","20.690395125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stampede Capital Ltd,SCAPDVR,"Investment Banking & Brokerage","20.68264692",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stampede Capital Ltd,STAMPEDE,"Investment Banking & Brokerage","20.68264692",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veekayem Fashion & Apparels Ltd,VEEKAYEM,"Textiles","20.59443365",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlog Enterprises Ltd,STARLOG,"Construction & Engineering","20.5832142",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFL Asset Finvest Ltd,BFLAFL,"Investment Banking & Brokerage","20.509035",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cella Space Ltd,CELLA,,"20.453485255",,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Pulse Multiplex Ltd,CPML,,"20.439083280000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Industries Ltd,DYNAMIND,"Specialty Chemicals","20.4272325",,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cochin Malabar Estates and Industries Ltd,COCHMAL,,"20.40352062",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Property Development Corp Ltd,PRIMEPRO,"Real Estate","20.365296",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Petrosynthese Ltd,GUJPETR,"Specialty Chemicals","20.35485606",,,,,,,,,,,,,,,,,,,,,,,,,,,,
H S India Ltd,HOTLSILV,"Hotels, Resorts & Cruise Lines","20.2817616",,,,,,,,,,,,,,,,,,,,,,,,,,,,
R R Financial Consultants Ltd,RRFIN,,"20.241081",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Chemicals Ltd,CONTCHM,"Software Services","20.241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Plywood Industries Ltd,NATPLY,"Building Products - Laminates","20.207055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiabulls NIFTY50 Exchange Traded Fund,IBMFNIFTY,"Equity","20.204048429",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehai Technology Ltd,MEHAI,"Electrical Components & Equipments","20.18835",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benara Bearings and Pistons Ltd,BENARA,"Auto Parts","20.18630832",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incap Ltd,INCAP,,"20.14781",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Industries Ltd,NEIL,"Diversified Financials","20.139796",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marble City India Ltd,MARBLE,,"20.131213980000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setubandhan Infrastructure Ltd,SETUINFRA,"Construction & Engineering","20.1085216",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Sensex Next 50,SNXT50BEES,"Equity","20.010432868000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastcoast Steel Ltd,ECSTSTL,"Iron & Steel","19.93994926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Lifestyle and Industries Ltd,KLIFESTYL,"Textiles","19.93646772",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rita Finance and Leasing Ltd,RFLL,,"19.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayshree Chemicals Ltd,JAYCH,"Commodity Chemicals","19.883337846",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adinath Textiles Ltd,ADINATH,"Textiles","19.86383025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Commotrade Ltd,COMCL,"Commodities Trading","19.8396",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panth Infinity Ltd,PANTH,"Commodities Trading","19.812948416",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Corp Ltd,MEGACOR,"Diversified Financials","19.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vandana Knitwear Ltd,VANDANA,"Apparel & Accessories","19.79223795",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVOQ Remedies Ltd,EVOQ,,"19.788",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemtech Industrial Valves Ltd,CHEMTECH,"Commodities Trading","19.75821276",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Steel Ltd,MDRNSTL,"Iron & Steel","19.735222806",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octaware Technologies Ltd,OCTAWARE,"Software Services","19.7122293",,,,,,,,,,,,,,,,,,,,,,,,,,,,
APT Packaging Ltd,APTPACK,"Plastic Products","19.711683915000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential FMCG ETF,ICICIFMCG,"Equity","19.692535094",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crestchem Ltd,CRSTCHM,"Specialty Chemicals","19.665",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thakral Services (India) Ltd,THAKRAL,"0","19.656259",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mittal Life Style Ltd,MITTAL,"Textiles","19.638799119999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salguti Industries Ltd,SALGUTI,"0","19.59542",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyssa Corporation Ltd,NYSSACORP,"Real Estate","19.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybele Industries Ltd,CYBELEIND,,"19.573314",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mewar Hi-Tech Engineering Ltd,MHEL,"0","19.518",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veer Energy & Infrastructure Ltd,VEERENRGY,,"19.51166724",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortin Laboratories Ltd,ORTINLAB,"Pharmaceuticals","19.43402688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husys Consulting Ltd,HUSYSLTD,"Employment Services","19.42484375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lex Nimble Solutions Ltd,LEX,"IT Services & Consulting","19.42065",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Offshore Services Ltd,GLOBOFFS,"Oil & Gas - Equipment & Services","19.412102505",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunststofe Industries Ltd,KUNSTOFF,"Building Products - Pipes","19.39535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontic Finserve Ltd,ONTIC,,"19.350645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Seeds and Chemicals Ltd,CONTI,"Seeds","19.30541944",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCD Industries India Ltd,KCDGROUP,,"19.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rithwik Facility Management Services Ltd,RITHWIKFMS,"Business Support Services","19.278",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 100 ETF,ICICINF100,"Equity","19.229981756999997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVSL Industries Ltd,AVSL,"Specialty Chemicals","19.2096",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surani Steel Tubes Ltd,SURANI,"Building Products - Pipes","19.17746",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKM Lace and Embrotex Ltd,AKM,"Textiles","19.172493875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Raffia Industries Ltd,GUJRAFFIA,"Packaging","19.1589525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Securities Ltd,CSL,"Investment Banking & Brokerage","19.085194",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satra Properties (India) Ltd,SATRAPROP,"Real Estate","19.084306",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neeraj Paper Marketing Ltd,NEERAJ,"Paper Products","19.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artedz Fabs Ltd,ARTEDZ,"Textiles","19.015691358648898",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orosil Smiths India Ltd,OROSMITHS,"Precious Metals, Jewellery & Watches","19.00536",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darshan Orna Ltd,DARSHANORNA,"Precious Metals, Jewellery & Watches","18.961117965",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everlon Financials Ltd,EVERLON,,"18.834504",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJMC Financial Services Ltd,KJMCFIN,,"18.8079582",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arunjyoti Bio Ventures Ltd,ABVL,"Commodities Trading","18.803772",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Infomedia Ltd,JUPITERIN,"Publishing","18.7875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onelife Capital Advisors Ltd,ONELIFECAP,"Investment Banking & Brokerage","18.7708",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo Euro Indchem Ltd,INDOEURO,,"18.6975425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPDLLtd,MPDL,,"18.679560480000003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishi Techtex Ltd,RISHITECH,"Textiles","18.62532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prag Bosimi Synthetics Ltd,PRAGBOS,"Textiles","18.59574",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount Cosmetics (India) Ltd,PARMCOS-B,"FMCG - Personal Products","18.59465",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBA Infrastructure Ltd,PBAINFRA,"Construction & Engineering","18.428267130000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Burn Ltd,MARBU,"Real Estate","18.425045925",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyxis Finvest Ltd,PYXISFIN,"Diversified Financials","18.404136",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Capital Ltd,JINDCAP,"Diversified Financials","18.380655",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaipan Industries Ltd,JAIPAN,"Home Electronics & Appliances","18.3300192",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zodiac-JRD-MKJ Ltd,ZODJRDMKJ,"Precious Metals, Jewellery & Watches","18.27545246",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choksi Imaging Ltd,CHOKSI,,"18.2715",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaarmasia Ltd,PHRMASI,,"18.262118",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Econo Trade (India) Ltd,ETIL,,"18.2197484",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prism Medico and Pharmacy Ltd,PRISMMEDI,"Agro Products","18.190284",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adarsh Plant Protect Ltd,ADARSHPL,"Agricultural & Farm Machinery","18.1876025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Infra BeES,INFRABEES,"Equity","18.095091273",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neueon Towers Ltd,NTL,"Power Infrastructure","18.09425664",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizen Infoline Ltd,CIL,"Online Services","18.080955",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarnose International Ltd,SCARNOSE,,"18.018858",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbiox Investment & Trading Co Ltd,SYMBIOX,"Textiles","17.95892742",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globe Commercials Ltd,GLCL,"Commodities Trading","17.930975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suncare Traders Ltd,SCTL,"Commodities Trading","17.84298",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kandarp Digi Smart Bpo Ltd,KANDARP,"Outsourced services","17.811405",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genus Prime Infra Ltd,GENUSPRIME,"Real Estate","17.77739004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Informed Technologies India Ltd,INFORTEC,,"17.760366",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roselabs Finance Ltd,ROSELABS,"Diversified Financials","17.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pratiksha Chemicals Ltd,PRATIKSH,"Commodity Chemicals","17.6858295",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gautam Exim Ltd,GEL,"Paper Products","17.68494",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Petrochemicals Ltd,ADVPETR-B,"Oil & Gas - Refining & Marketing","17.6625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokak Textiles Ltd,GOKAKTEX,,"17.64562122",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Urban Development India Ltd,PRIMEURB,"Textiles","17.6380632",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metalyst Forgings Ltd,METALFORGE,"Auto Parts","17.63775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Treads Ltd,EASTRED,"Tires & Rubber","17.60568",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECO MICA Ltd,DECOMIC,"Building Products - Laminates","17.598",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Magnesium and Chemicals Ltd,SOUTHMG,"Mining - Manganese","17.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Leasing & Industries Ltd,UNTTEMI,"Textiles","17.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Metalloys Ltd,SHREMETAL,"Metals - Copper","17.4771975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecs Biztech Ltd,ECS,,"17.47178995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rama Paper Mills Ltd,RAMAPPR-B,,"17.43722",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajkamal Synthetics Ltd,RAJKSYN,"Textiles","17.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citadel Realty and Developers Ltd,CITADEL,,"17.3628356",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirav Commercials Ltd,NIRAVCOM,,"17.35776",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhanada Corporation Ltd,DHANADACO,,"17.33941011",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autolite India Ltd,AUTOLITIND,"Auto Parts","17.33092355",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo Asia Finance Ltd,INDOASIAF,"Diversified Financials","17.295",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objectone Information Systems Ltd,OONE,"IT Services & Consulting","17.2920755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prism Finance Ltd,PRISMFN,"Diversified Financials","17.290798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Silver ETF,SILVER,"Equity","17.228399595",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inter Globe Finance Ltd,INTRGLB,"Investment Banking & Brokerage","17.1921834",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Healthcare ETF,ICICIPHARM,"Equity","17.1837348",,,,,,,,,,,,,,,,,,,,,,,,,,,,
